date,variable,US,AU,CA,DE,FR,GB,IE,JP
2020-12-19,total postings,96.43,116.88,98.06,94.64,81.92,64.72,73.86,87.74
2020-12-20,total postings,96.41,116.45,98.23,94.45,82.03,64.77,73.83,87.62
2020-12-21,total postings,96.39,115.88,98.44,94.22,82.04,64.8,73.76,87.35
2020-12-22,total postings,96.43,114.7,98.64,93.85,81.98,64.76,73.64,87.29
2020-12-23,total postings,96.46,113.55,98.69,93.72,82.04,64.75,73.6,86.77
2020-12-24,total postings,96.56,112.27,98.83,93.89,82.37,64.79,73.66,86.59
2020-12-25,total postings,96.64,111.37,98.85,93.81,82.43,64.84,73.51,86.42
2020-12-26,total postings,96.73,110.68,98.81,93.88,82.31,64.8,73.32,86.11
2020-12-27,total postings,96.82,110.03,98.78,93.95,82.23,64.75,72.94,85.76
2020-12-28,total postings,96.88,109.57,98.79,94.04,82.24,64.83,72.79,85.41
2020-12-29,total postings,96.94,109.5,98.56,94.22,82.27,64.77,72.66,84.87
2020-12-30,total postings,97.05,109.14,98.26,94.51,82.42,64.63,72.48,84.74
2020-12-31,total postings,97.08,108.59,97.62,94.62,82.41,64.31,72.16,84.67
2021-01-01,total postings,96.96,107.58,96.61,94.48,82.39,63.66,71.81,84.51
2021-01-02,total postings,96.73,106.28,95.28,94.2,82.4,62.82,71.36,84.28
2021-01-03,total postings,96.47,104.55,93.75,93.86,82.32,61.75,71.01,84.04
2021-01-04,total postings,96.29,102.79,91.89,93.55,82.2,60.44,70.47,84.04
2021-01-05,total postings,96.11,101.41,90.33,93.13,81.82,59.26,69.99,84.01
2021-01-06,total postings,96.08,100.44,89.18,92.85,81.75,58.32,69.76,83.94
2021-01-07,total postings,96.13,99.87,88.4,92.68,81.88,57.6,69.75,83.74
2021-01-08,total postings,96.52,99.95,88.14,92.79,82.01,57.21,69.89,83.61
2021-01-09,total postings,96.95,99.95,88.23,93.09,82.32,57.07,70.21,83.56
2021-01-10,total postings,97.5,100.15,88.52,93.32,82.62,57.1,70.58,83.55
2021-01-11,total postings,97.95,100.37,88.95,93.51,82.92,57.25,70.87,83.38
2021-01-12,total postings,98.31,100.6,89.36,93.71,83.22,57.32,71.09,83.28
2021-01-13,total postings,98.48,100.76,89.6,93.84,83.41,57.44,71.27,83.21
2021-01-14,total postings,98.71,101.1,89.92,94.01,83.63,57.57,71.47,83.29
2021-01-15,total postings,98.81,101.49,90.14,94.14,83.84,57.68,71.65,83.04
2021-01-16,total postings,99.02,102.06,90.51,94.24,84.05,57.92,71.86,82.76
2021-01-17,total postings,99.09,102.51,90.73,94.43,84.32,58.16,72.08,82.52
2021-01-18,total postings,99.18,103.03,90.98,94.53,84.56,58.42,72.34,82.28
2021-01-19,total postings,99.36,103.46,91.3,94.82,85.14,58.85,72.79,82.08
2021-01-20,total postings,99.57,103.8,91.52,94.76,85.32,59.0,72.98,82.04
2021-01-21,total postings,99.65,103.96,91.62,94.63,85.41,59.19,72.9,81.89
2021-01-22,total postings,99.72,104.3,91.83,94.54,85.64,59.44,72.99,82.04
2021-01-23,total postings,99.54,104.44,91.76,94.44,85.87,59.55,72.95,82.2
2021-01-24,total postings,99.58,105.12,92.07,94.33,86.15,59.78,73.11,82.24
2021-01-25,total postings,99.63,105.81,92.51,94.23,86.36,59.95,73.06,81.68
2021-01-26,total postings,99.66,106.25,92.95,93.85,86.35,59.98,73.02,81.15
2021-01-27,total postings,99.66,106.73,93.46,93.64,86.44,60.22,73.19,80.44
2021-01-28,total postings,99.82,107.3,93.98,93.54,86.7,60.38,73.62,79.87
2021-01-29,total postings,99.94,107.84,94.33,93.39,86.88,60.56,73.92,79.35
2021-01-30,total postings,100.29,108.66,94.99,93.37,87.07,60.82,74.33,78.73
2021-01-31,total postings,100.53,109.19,95.46,93.37,87.27,61.01,74.59,78.16
2021-02-01,total postings,100.74,109.68,95.78,93.34,87.38,61.17,74.94,77.89
2021-02-02,total postings,101.01,110.4,96.01,93.47,87.62,61.46,75.29,77.6
2021-02-03,total postings,101.21,111.22,96.16,93.64,87.88,61.61,75.52,77.24
2021-02-04,total postings,101.19,111.79,96.21,93.79,88.02,61.77,75.64,76.85
2021-02-05,total postings,101.46,112.18,96.58,94.03,88.12,61.94,75.69,76.52
2021-02-06,total postings,101.6,112.27,96.74,94.15,88.13,62.03,75.65,76.31
2021-02-07,total postings,101.78,112.46,96.95,94.24,88.08,62.14,75.65,76.15
2021-02-08,total postings,101.93,112.68,97.2,94.36,87.97,62.24,75.64,76.27
2021-02-09,total postings,102.06,113.1,97.62,94.68,87.97,62.43,75.73,76.45
2021-02-10,total postings,102.32,113.46,98.1,94.74,87.64,62.5,75.72,76.71
2021-02-11,total postings,102.7,114.07,98.73,94.78,87.53,62.59,75.94,77.01
2021-02-12,total postings,102.89,114.73,99.1,94.69,87.43,62.63,76.22,77.29
2021-02-13,total postings,103.14,115.5,99.66,94.64,87.4,62.72,76.59,77.6
2021-02-14,total postings,103.33,116.4,100.12,94.54,87.43,62.8,76.83,77.92
2021-02-15,total postings,103.56,117.23,100.58,94.43,87.45,62.89,77.12,78.27
2021-02-16,total postings,103.72,117.57,100.66,94.07,87.25,62.86,77.14,78.58
2021-02-17,total postings,103.79,117.97,100.71,93.87,87.38,62.92,77.37,78.88
2021-02-18,total postings,103.89,118.4,100.83,93.86,87.5,63.04,77.38,79.13
2021-02-19,total postings,103.93,118.62,100.96,93.94,87.59,63.15,77.32,79.34
2021-02-20,total postings,103.81,118.71,100.92,94.04,87.65,63.1,76.95,79.5
2021-02-21,total postings,103.83,118.69,101.11,94.18,87.69,63.13,76.8,79.66
2021-02-22,total postings,103.86,118.66,101.29,94.31,87.81,63.14,76.6,79.83
2021-02-23,total postings,103.93,118.96,101.72,94.63,88.07,63.24,76.42,79.98
2021-02-24,total postings,104.06,119.2,102.25,94.94,88.41,63.4,76.18,80.16
2021-02-25,total postings,104.17,119.39,102.76,95.06,88.55,63.56,75.82,80.36
2021-02-26,total postings,104.32,119.8,103.33,95.17,88.71,63.74,75.44,80.54
2021-02-27,total postings,104.62,120.33,103.93,95.38,88.87,63.96,75.26,80.68
2021-02-28,total postings,104.8,120.75,104.32,95.59,89.02,64.16,75.07,80.75
2021-03-01,total postings,104.86,121.13,104.59,95.76,89.14,64.37,74.93,80.6
2021-03-02,total postings,104.9,121.53,104.96,95.81,88.92,64.44,74.98,80.45
2021-03-03,total postings,105.01,121.9,105.41,95.94,88.77,64.62,75.08,80.2
2021-03-04,total postings,105.2,122.31,105.95,96.28,88.96,64.91,75.62,79.8
2021-03-05,total postings,105.43,122.8,106.46,96.6,89.24,65.29,76.32,79.42
2021-03-06,total postings,105.57,123.14,106.88,96.77,89.47,65.78,77.02,79.06
2021-03-07,total postings,105.79,123.65,107.39,96.89,89.65,66.21,77.64,78.79
2021-03-08,total postings,106.15,124.1,108.02,96.9,89.85,66.66,78.26,78.79
2021-03-09,total postings,106.57,124.59,108.6,97.23,90.61,67.33,78.89,78.85
2021-03-10,total postings,106.88,125.23,109.04,97.45,91.02,67.85,79.45,78.99
2021-03-11,total postings,107.2,125.91,109.39,97.58,91.53,68.29,79.95,79.37
2021-03-12,total postings,107.5,126.2,109.72,97.78,91.65,68.71,80.44,79.88
2021-03-13,total postings,108.0,127.0,110.34,98.05,91.9,69.2,81.08,80.43
2021-03-14,total postings,108.31,127.59,110.72,98.22,92.1,69.63,81.65,80.97
2021-03-15,total postings,108.62,128.29,111.09,98.61,92.28,69.89,82.14,81.31
2021-03-16,total postings,108.85,128.86,111.38,98.85,92.57,70.11,82.66,81.61
2021-03-17,total postings,109.12,129.43,111.75,98.82,92.61,70.26,83.2,81.89
2021-03-18,total postings,109.43,129.8,112.1,98.75,92.19,70.4,83.39,81.85
2021-03-19,total postings,109.77,130.53,112.48,98.78,92.22,70.64,83.59,81.68
2021-03-20,total postings,110.03,131.22,112.97,98.86,92.34,70.99,83.73,81.45
2021-03-21,total postings,110.41,131.56,113.41,99.25,92.71,71.44,83.75,81.19
2021-03-22,total postings,110.73,131.64,113.66,99.68,93.1,71.95,83.83,81.11
2021-03-23,total postings,111.27,131.83,114.02,99.95,92.94,72.41,83.68,80.85
2021-03-24,total postings,111.74,132.03,114.26,100.41,93.02,72.84,83.47,80.6
2021-03-25,total postings,112.11,132.19,114.53,100.94,93.19,73.44,83.6,80.49
2021-03-26,total postings,112.5,132.24,114.73,101.27,93.23,74.67,83.63,80.32
2021-03-27,total postings,112.99,132.26,114.88,101.65,93.28,76.14,83.77,80.16
2021-03-28,total postings,113.38,132.64,115.13,101.82,93.17,77.51,84.02,79.99
2021-03-29,total postings,113.87,133.4,115.66,102.04,93.22,79.05,84.24,79.86
2021-03-30,total postings,114.27,134.26,116.28,102.36,93.49,80.65,84.61,80.0
2021-03-31,total postings,114.78,135.16,117.0,102.73,93.99,82.3,84.9,80.13
2021-04-01,total postings,115.17,136.08,117.54,102.36,93.86,83.34,84.76,80.51
2021-04-02,total postings,115.49,136.68,118.16,102.57,94.06,83.94,84.78,81.17
2021-04-03,total postings,115.76,137.08,118.48,102.41,93.77,83.91,84.47,82.06
2021-04-04,total postings,116.09,137.52,118.76,102.58,93.87,84.13,84.51,83.37
2021-04-05,total postings,116.39,137.54,119.02,102.7,93.94,84.27,84.68,84.19
2021-04-06,total postings,116.59,137.21,119.03,102.65,93.79,84.02,84.57,84.97
2021-04-07,total postings,116.63,136.36,118.7,102.38,93.3,83.63,84.34,86.22
2021-04-08,total postings,116.79,135.56,118.49,102.77,93.38,83.74,84.42,87.29
2021-04-09,total postings,117.07,135.2,118.28,102.62,93.0,83.58,84.39,88.1
2021-04-10,total postings,117.19,134.88,117.88,102.63,92.74,83.52,84.5,88.7
2021-04-11,total postings,117.27,134.36,117.66,102.47,92.33,83.4,84.48,88.91
2021-04-12,total postings,117.38,134.4,117.42,102.26,92.04,83.32,84.5,89.81
2021-04-13,total postings,117.52,134.77,117.31,102.2,92.1,83.62,84.77,90.61
2021-04-14,total postings,117.85,135.7,117.56,102.21,92.27,84.08,85.17,90.33
2021-04-15,total postings,118.21,136.6,117.88,102.09,92.35,84.51,85.55,90.03
2021-04-16,total postings,118.48,137.45,118.13,101.88,92.6,84.96,85.98,89.82
2021-04-17,total postings,118.92,138.36,118.69,101.69,92.84,85.55,86.43,89.55
2021-04-18,total postings,119.38,139.46,119.09,101.58,93.06,86.18,86.81,89.22
2021-04-19,total postings,119.79,140.26,119.57,101.43,93.08,86.83,87.11,88.66
2021-04-20,total postings,120.24,141.17,119.96,101.31,93.02,87.55,87.4,88.09
2021-04-21,total postings,120.63,141.65,120.19,101.38,93.03,88.33,87.75,87.82
2021-04-22,total postings,121.01,142.24,120.41,101.53,93.04,89.14,88.07,87.77
2021-04-23,total postings,121.42,143.07,120.6,101.92,93.17,89.95,88.35,87.73
2021-04-24,total postings,121.81,143.68,120.72,102.32,93.26,90.76,88.72,87.81
2021-04-25,total postings,122.12,144.22,120.74,102.57,93.29,91.41,89.11,87.94
2021-04-26,total postings,122.41,144.75,120.59,102.9,93.37,92.04,89.48,87.97
2021-04-27,total postings,122.62,144.93,120.42,103.14,93.44,92.56,89.91,88.1
2021-04-28,total postings,122.82,145.13,120.28,103.31,93.54,93.07,90.32,88.52
2021-04-29,total postings,123.0,145.45,120.01,103.49,93.64,93.68,90.87,88.83
2021-04-30,total postings,123.11,145.38,119.64,103.5,93.51,94.1,91.4,89.01
2021-05-01,total postings,123.11,144.94,119.02,103.56,93.67,94.49,92.02,88.97
2021-05-02,total postings,123.09,144.65,118.53,103.59,93.8,94.92,92.54,88.92
2021-05-03,total postings,123.1,144.03,118.16,103.69,94.08,95.37,93.08,89.0
2021-05-04,total postings,123.16,144.04,117.95,103.82,94.37,95.62,93.43,89.04
2021-05-05,total postings,123.24,144.29,117.77,103.99,94.81,95.89,93.95,89.1
2021-05-06,total postings,123.38,144.41,117.73,104.07,95.35,96.07,94.46,89.08
2021-05-07,total postings,123.25,144.66,117.74,104.15,96.08,96.42,95.05,89.14
2021-05-08,total postings,123.52,145.41,117.88,103.73,96.78,96.91,95.56,89.43
2021-05-09,total postings,123.93,146.06,118.17,103.3,97.42,97.32,96.15,89.69
2021-05-10,total postings,124.25,147.05,118.34,102.79,97.92,97.63,96.81,90.01
2021-05-11,total postings,124.6,147.28,118.35,102.8,98.3,98.07,97.56,90.22
2021-05-12,total postings,124.95,147.53,118.35,102.81,98.52,98.49,98.11,90.44
2021-05-13,total postings,125.24,147.67,118.34,102.92,98.76,98.81,98.42,90.74
2021-05-14,total postings,125.76,147.61,118.32,103.1,98.89,99.1,98.78,90.98
2021-05-15,total postings,125.86,147.4,118.43,103.74,98.99,99.29,99.04,91.21
2021-05-16,total postings,125.9,147.04,118.27,104.31,99.08,99.44,99.16,91.46
2021-05-17,total postings,125.95,146.56,118.11,104.7,99.16,99.58,99.14,91.63
2021-05-18,total postings,125.93,146.19,117.98,104.51,99.38,99.66,99.05,91.91
2021-05-19,total postings,125.81,145.9,117.94,104.15,99.78,99.85,98.97,92.2
2021-05-20,total postings,125.78,145.77,118.12,103.68,100.11,100.34,99.17,92.52
2021-05-21,total postings,125.74,145.74,118.37,103.36,100.53,100.81,99.31,92.81
2021-05-22,total postings,125.59,144.98,118.4,103.06,100.95,101.18,99.23,93.08
2021-05-23,total postings,125.67,144.46,118.84,102.8,101.31,101.65,99.43,93.32
2021-05-24,total postings,125.74,143.96,119.34,102.45,101.62,102.08,99.62,93.53
2021-05-25,total postings,125.91,143.61,119.68,102.36,101.59,102.49,99.78,93.66
2021-05-26,total postings,126.15,142.97,119.93,102.57,101.54,102.87,100.12,93.71
2021-05-27,total postings,126.37,142.3,119.98,102.89,101.43,103.02,100.21,93.76
2021-05-28,total postings,126.68,141.46,120.08,103.19,101.1,103.17,100.32,93.84
2021-05-29,total postings,127.23,141.45,120.52,103.67,101.03,103.41,100.82,93.89
2021-05-30,total postings,127.57,141.51,120.78,104.25,101.02,103.71,101.25,94.0
2021-05-31,total postings,127.99,141.49,120.96,105.1,100.99,104.12,101.67,93.22
2021-06-01,total postings,128.13,141.58,121.32,105.67,101.18,104.19,102.18,92.36
2021-06-02,total postings,128.23,141.96,121.78,106.18,101.25,104.17,102.64,91.55
2021-06-03,total postings,128.32,142.3,122.35,106.78,101.55,104.43,103.2,90.61
2021-06-04,total postings,128.42,142.95,122.95,107.29,102.06,104.77,103.79,89.79
2021-06-05,total postings,128.44,143.76,123.57,107.61,102.21,105.07,104.03,88.91
2021-06-06,total postings,128.48,144.25,124.03,107.88,102.45,105.29,104.31,87.92
2021-06-07,total postings,128.4,144.85,124.5,108.16,102.62,105.46,104.61,87.82
2021-06-08,total postings,128.55,145.36,125.01,108.63,102.86,106.0,104.88,87.72
2021-06-09,total postings,128.76,145.35,125.5,109.02,103.09,106.48,105.09,87.58
2021-06-10,total postings,128.89,145.4,125.95,109.25,103.12,106.55,105.21,87.56
2021-06-11,total postings,129.04,145.5,126.32,109.56,103.05,106.5,105.21,87.51
2021-06-12,total postings,129.16,145.26,126.45,109.83,102.93,106.37,105.24,87.54
2021-06-13,total postings,129.29,145.49,126.82,110.15,102.79,106.38,105.3,87.63
2021-06-14,total postings,129.55,145.46,127.28,110.47,102.94,106.46,105.47,87.7
2021-06-15,total postings,129.8,145.27,127.75,110.75,103.1,106.69,105.83,87.98
2021-06-16,total postings,129.97,145.32,128.13,110.88,103.34,106.92,106.32,88.32
2021-06-17,total postings,130.09,145.49,128.4,110.92,103.34,106.98,106.75,88.75
2021-06-18,total postings,130.15,145.55,128.71,110.98,103.27,107.31,107.18,89.11
2021-06-19,total postings,130.36,145.74,129.03,110.8,103.09,107.6,107.71,89.47
2021-06-20,total postings,130.52,145.58,129.09,110.53,102.82,107.66,108.1,89.86
2021-06-21,total postings,130.7,145.69,129.04,110.62,102.92,107.98,108.45,90.3
2021-06-22,total postings,130.83,145.86,128.96,110.61,102.95,108.13,108.64,90.6
2021-06-23,total postings,131.08,146.12,129.1,110.82,102.82,108.34,108.78,90.88
2021-06-24,total postings,131.35,146.09,129.15,111.13,102.84,108.71,108.91,91.08
2021-06-25,total postings,131.62,145.98,129.15,111.28,102.98,108.76,109.05,91.38
2021-06-26,total postings,132.0,146.63,129.54,111.78,103.37,109.03,109.44,91.72
2021-06-27,total postings,132.32,147.27,129.95,112.36,103.84,109.42,109.76,92.15
2021-06-28,total postings,132.69,148.1,130.63,112.7,104.0,109.78,110.25,92.58
2021-06-29,total postings,133.11,148.9,131.32,113.09,104.18,110.2,110.75,93.14
2021-06-30,total postings,133.38,149.58,131.68,113.42,104.36,110.49,111.12,93.72
2021-07-01,total postings,133.66,150.26,132.03,113.74,104.55,110.78,111.49,94.31
2021-07-02,total postings,133.96,151.06,132.33,114.03,104.73,111.18,111.83,94.78
2021-07-03,total postings,134.18,151.17,132.36,114.29,104.72,111.63,111.99,95.3
2021-07-04,total postings,134.47,151.41,132.3,114.38,104.54,111.9,112.27,95.7
2021-07-05,total postings,134.64,151.43,132.09,114.33,104.22,112.04,112.4,96.03
2021-07-06,total postings,134.83,151.42,132.0,114.36,103.85,112.28,112.48,96.19
2021-07-07,total postings,135.01,151.53,132.01,114.58,103.75,112.78,112.85,96.27
2021-07-08,total postings,135.27,151.36,132.29,114.84,103.73,113.34,114.11,96.24
2021-07-09,total postings,135.57,151.04,132.82,115.1,103.68,113.86,115.63,96.26
2021-07-10,total postings,135.57,150.69,133.24,115.26,103.67,114.1,116.9,96.1
2021-07-11,total postings,135.61,150.36,133.75,115.48,103.79,114.56,118.21,95.54
2021-07-12,total postings,135.65,149.79,134.26,115.7,103.84,114.89,119.43,94.93
2021-07-13,total postings,135.74,149.47,134.72,115.9,104.04,115.1,119.72,94.59
2021-07-14,total postings,135.85,149.1,135.17,115.75,103.7,114.82,119.55,94.37
2021-07-15,total postings,136.01,149.04,135.46,115.73,103.51,114.96,118.76,94.26
2021-07-16,total postings,136.08,148.96,135.53,115.35,102.9,114.78,117.71,93.35
2021-07-17,total postings,136.32,148.7,135.64,115.58,103.08,115.08,117.07,92.56
2021-07-18,total postings,136.68,148.56,136.02,115.82,103.37,115.36,116.44,92.2
2021-07-19,total postings,137.07,148.79,136.43,116.12,103.73,115.67,115.86,92.03
2021-07-20,total postings,137.35,148.7,136.81,116.45,103.98,115.96,116.33,92.31
2021-07-21,total postings,137.32,148.77,137.2,116.98,104.65,116.77,117.04,92.43
2021-07-22,total postings,137.09,149.07,137.61,117.06,104.81,116.97,117.41,92.54
2021-07-23,total postings,136.87,149.27,138.09,117.59,105.43,117.47,117.79,93.44
2021-07-24,total postings,136.57,149.57,138.69,117.95,105.9,117.98,118.28,94.28
2021-07-25,total postings,136.09,149.74,139.19,118.37,106.33,118.41,118.71,95.07
2021-07-26,total postings,135.52,149.59,139.54,118.78,106.67,118.68,119.07,95.9
2021-07-27,total postings,135.08,149.56,139.92,119.2,107.04,119.11,119.44,96.09
2021-07-28,total postings,134.95,149.37,140.36,119.35,107.03,118.98,119.58,96.37
2021-07-29,total postings,134.91,149.11,140.78,119.93,107.7,119.46,120.07,96.63
2021-07-30,total postings,134.78,148.99,141.06,120.08,107.87,119.63,120.31,96.95
2021-07-31,total postings,134.93,148.84,141.27,120.3,108.0,119.62,120.45,97.36
2021-08-01,total postings,135.0,148.31,141.13,120.29,108.07,119.56,120.32,97.85
2021-08-02,total postings,135.1,147.86,141.02,120.23,108.18,119.49,120.17,98.17
2021-08-03,total postings,135.09,147.81,140.69,120.01,108.11,119.3,119.61,98.55
2021-08-04,total postings,135.11,147.87,140.4,120.02,108.17,119.53,119.21,99.05
2021-08-05,total postings,135.19,147.74,140.27,119.82,107.73,119.5,118.85,99.61
2021-08-06,total postings,135.45,147.69,140.41,120.19,108.14,119.93,118.94,100.18
2021-08-07,total postings,135.32,147.87,140.52,120.31,108.24,120.13,118.92,100.76
2021-08-08,total postings,135.42,148.4,140.81,120.57,108.29,120.45,119.23,101.29
2021-08-09,total postings,135.56,149.01,141.12,120.75,108.2,120.77,119.62,101.78
2021-08-10,total postings,135.73,149.16,141.6,121.04,108.3,120.99,120.28,102.24
2021-08-11,total postings,135.83,148.89,142.03,121.33,108.32,121.12,120.95,102.47
2021-08-12,total postings,135.95,148.63,142.4,121.89,108.74,121.44,121.55,102.66
2021-08-13,total postings,136.05,148.23,142.73,122.16,108.54,121.59,121.94,102.9
2021-08-14,total postings,136.34,147.68,142.99,122.68,108.5,121.97,122.46,103.03
2021-08-15,total postings,136.51,147.22,143.19,123.35,108.66,122.31,122.8,103.14
2021-08-16,total postings,136.62,146.83,143.25,124.15,109.06,122.62,123.17,103.26
2021-08-17,total postings,136.76,146.37,143.41,124.83,109.36,123.0,123.44,103.43
2021-08-18,total postings,136.9,146.42,143.59,125.73,110.07,123.61,123.88,103.7
2021-08-19,total postings,137.08,146.65,143.58,126.03,110.24,123.77,124.15,104.02
2021-08-20,total postings,137.22,146.97,143.56,126.76,111.15,124.23,124.56,104.14
2021-08-21,total postings,137.4,147.34,143.67,127.1,111.86,124.75,124.79,104.28
2021-08-22,total postings,137.68,147.54,143.84,127.21,112.42,125.21,125.16,104.43
2021-08-23,total postings,137.95,147.66,144.0,127.2,112.82,125.61,125.26,104.72
2021-08-24,total postings,138.17,147.91,144.18,127.27,113.31,126.08,125.54,105.15
2021-08-25,total postings,138.5,147.74,144.19,126.87,113.28,126.15,125.74,105.88
2021-08-26,total postings,138.73,147.48,144.36,126.74,113.56,126.36,126.12,106.71
2021-08-27,total postings,138.93,147.07,144.51,126.37,113.43,126.36,126.51,107.51
2021-08-28,total postings,139.12,146.68,144.7,126.42,113.73,126.49,127.2,108.35
2021-08-29,total postings,139.32,146.31,144.88,126.52,113.87,126.62,127.76,109.32
2021-08-30,total postings,139.57,146.0,145.18,126.79,114.09,127.14,128.58,110.48
2021-08-31,total postings,139.81,145.57,145.36,126.75,113.91,126.97,129.3,111.44
2021-09-01,total postings,139.85,145.19,145.55,127.0,114.26,126.99,129.97,112.18
2021-09-02,total postings,139.92,144.9,145.7,127.32,114.68,127.08,130.4,113.2
2021-09-03,total postings,140.03,144.81,145.73,127.41,114.77,126.98,130.5,114.45
2021-09-04,total postings,140.05,144.2,145.65,127.16,114.3,126.44,130.31,115.95
2021-09-05,total postings,140.2,144.02,145.7,127.23,114.54,126.24,130.54,117.27
2021-09-06,total postings,140.41,143.83,145.8,127.14,114.82,125.83,130.63,118.09
2021-09-07,total postings,140.39,143.86,145.7,127.39,115.56,125.96,131.02,118.96
2021-09-08,total postings,140.65,144.3,145.71,127.47,116.23,126.05,131.39,119.86
2021-09-09,total postings,140.88,144.69,145.61,127.44,116.27,125.92,131.85,119.78
2021-09-10,total postings,140.92,145.11,145.53,127.47,116.55,126.07,132.63,119.52
2021-09-11,total postings,141.01,146.0,145.54,127.33,116.66,126.3,133.3,117.84
2021-09-12,total postings,140.91,146.4,145.31,127.33,116.71,126.56,133.99,116.24
2021-09-13,total postings,140.79,146.85,145.08,127.58,116.79,126.78,134.65,115.25
2021-09-14,total postings,141.15,147.26,144.93,127.54,116.67,126.87,134.97,113.77
2021-09-15,total postings,141.41,147.54,144.87,127.66,116.32,126.91,135.14,112.2
2021-09-16,total postings,141.55,147.8,144.86,128.03,116.59,127.39,135.32,111.24
2021-09-17,total postings,141.82,147.98,144.88,128.57,116.99,127.85,135.43,110.47
2021-09-18,total postings,142.11,148.1,145.05,128.83,117.0,127.99,135.33,110.76
2021-09-19,total postings,142.42,148.37,145.38,128.88,116.84,127.96,135.03,110.96
2021-09-20,total postings,142.67,148.58,145.72,128.89,116.87,128.2,135.04,110.74
2021-09-21,total postings,142.64,148.85,146.1,129.05,116.89,128.45,134.93,110.82
2021-09-22,total postings,142.65,149.11,146.41,129.18,116.87,128.69,134.94,109.96
2021-09-23,total postings,142.74,149.34,146.73,129.25,116.95,128.83,135.17,109.06
2021-09-24,total postings,142.85,149.68,146.93,128.96,116.55,128.55,135.17,108.12
2021-09-25,total postings,142.91,149.97,147.14,128.84,116.55,128.57,135.43,107.21
2021-09-26,total postings,143.0,150.37,147.19,128.75,116.41,128.55,135.64,106.33
2021-09-27,total postings,143.13,150.8,147.27,128.8,116.39,128.56,135.8,105.55
2021-09-28,total postings,143.42,151.4,147.45,128.87,116.32,128.68,136.38,105.05
2021-09-29,total postings,143.65,152.01,147.64,129.04,116.5,128.9,136.95,105.77
2021-09-30,total postings,143.92,152.5,147.8,129.13,116.42,129.08,137.2,106.42
2021-10-01,total postings,144.23,152.76,147.93,129.35,116.14,129.26,137.48,106.39
2021-10-02,total postings,144.6,153.53,148.09,130.18,116.49,129.85,137.95,106.76
2021-10-03,total postings,144.87,154.1,148.21,130.54,116.01,130.03,138.07,107.17
2021-10-04,total postings,145.12,154.65,148.29,131.06,115.68,130.22,138.32,107.45
2021-10-05,total postings,145.29,154.93,148.48,131.66,115.63,130.59,138.33,108.01
2021-10-06,total postings,145.44,155.3,148.7,132.27,115.54,130.96,138.41,108.41
2021-10-07,total postings,145.53,156.19,148.94,133.24,115.79,131.28,138.7,108.94
2021-10-08,total postings,145.65,157.37,149.4,134.37,116.6,131.76,139.0,110.21
2021-10-09,total postings,145.93,158.48,149.82,134.96,116.65,131.69,139.14,111.2
2021-10-10,total postings,146.1,159.54,150.3,136.18,117.91,132.23,139.79,112.18
2021-10-11,total postings,146.33,160.63,150.77,136.85,118.48,132.39,139.98,113.21
2021-10-12,total postings,146.41,161.55,150.69,137.62,119.1,132.55,140.27,113.48
2021-10-13,total postings,146.44,162.75,150.55,138.29,119.61,132.74,140.68,113.63
2021-10-14,total postings,146.62,163.76,150.47,138.75,120.07,132.91,141.14,113.73
2021-10-15,total postings,146.74,164.34,150.49,138.99,120.25,133.03,141.64,113.77
2021-10-16,total postings,146.57,164.75,150.1,139.39,120.77,133.32,142.04,113.66
2021-10-17,total postings,146.73,165.52,150.1,139.09,120.59,133.42,142.21,113.74
2021-10-18,total postings,146.78,166.56,150.1,138.85,120.3,133.47,142.53,113.71
2021-10-19,total postings,146.99,167.91,150.57,138.85,120.23,133.72,142.98,114.31
2021-10-20,total postings,147.21,169.07,151.01,138.86,120.28,134.01,143.47,115.03
2021-10-21,total postings,147.4,169.88,151.38,138.88,120.31,134.34,143.98,116.02
2021-10-22,total postings,147.62,171.24,151.6,139.12,120.53,134.76,144.59,117.0
2021-10-23,total postings,148.06,172.54,152.18,139.11,120.45,135.06,145.1,118.38
2021-10-24,total postings,148.26,173.4,152.33,139.28,120.47,135.22,145.52,119.71
2021-10-25,total postings,148.53,174.04,152.44,139.62,120.63,135.58,145.94,121.54
2021-10-26,total postings,148.78,174.8,152.54,139.78,120.77,135.95,146.32,122.98
2021-10-27,total postings,149.05,175.37,152.59,139.93,120.85,136.24,146.48,124.52
2021-10-28,total postings,149.25,176.31,152.75,140.05,120.83,136.47,146.51,125.64
2021-10-29,total postings,149.47,177.18,152.78,140.12,120.93,136.93,146.68,127.07
2021-10-30,total postings,149.73,178.15,152.95,140.72,121.56,137.62,147.15,128.14
2021-10-31,total postings,149.92,179.0,153.06,141.25,121.97,138.15,147.41,129.11
2021-11-01,total postings,150.22,179.62,153.27,141.25,122.71,138.64,147.86,129.41
2021-11-02,total postings,150.5,180.09,153.5,140.5,122.4,138.52,147.99,129.88
2021-11-03,total postings,150.78,180.66,153.82,140.15,122.41,138.6,148.44,130.38
2021-11-04,total postings,151.03,181.2,154.11,140.32,122.8,138.84,149.13,130.99
2021-11-05,total postings,151.27,181.58,154.62,140.43,123.06,138.85,149.68,130.96
2021-11-06,total postings,151.29,181.97,154.75,140.49,123.35,138.85,150.19,131.14
2021-11-07,total postings,151.52,182.61,155.23,140.48,123.78,138.98,150.77,131.4
